lesionTipo,fecha,lesionRango,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna,lesionPromedio,nAnimal,sexoAnimales,bursometro,condicionHigado,integridadIntestinal
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,3,H,7,-,8
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,3,3,H,7,-,8
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,3,H,7,-,8
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,3,H,7,-,8
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
Tenias,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,3,H,7,-,8
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,3,H,7,-,8
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,3,H,7,-,8
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,2,4,M ,6,-,8
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Tenias,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,4,M ,6,-,8
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,4,M ,6,-,8
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,2,5,M,6,TX,7
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,2,5,M,6,TX,7
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Tenias,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,1,5,M,6,TX,7
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,2,5,M,6,TX,7
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,21,37,4,P3T1,Trovac,Merial,Bursavac,0,5,M,6,TX,7
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,1,M,7,-,8
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Tenias,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,1,M,7,-,8
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,1,M,7,-,8
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,2,2,M,8,-,9
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,2,M,8,-,9
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,2,2,M,8,-,9
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Tenias,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,2,M,8,-,9
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,2,M,8,-,9
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
DiscondroplasiaTibial,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Traqueitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
Aerosaculitis,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,3,3,H,7,C,7
Cardiovascular,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
ErosionMolleja,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
ComedorCama,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Proventriculitis,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
IntestinosEngrosados,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
IntestinosAdelgazados,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
E.acervulina,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
E.maxima,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
E.tenella,24-04-2020 00:00:00,0-4,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
ExcesoMocoIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
ExcesoFluidoIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
DescamacionIntestinal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Tenias,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
EnteritisNecrotica,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
PasajeAlimento,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
GasCecal,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
HiperemiaIntestinal,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
QuemaduraAmoniaco,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Aspergilosis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Ascitis,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
Ascaridios/GusanosRedondos,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,3,H,7,C,7
HemorragiasPetequiales,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,3,H,7,C,7
PiernasPalidas,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
Rasguños,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,1,4,M ,7,-,8
LesionCojinetePlantar,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
LesionCavidadOral,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
RetencionSacoVitelino,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
AtrofiaTimo,24-04-2020 00:00:00,0-2,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
DañoBolsa,24-04-2020 00:00:00,0-3,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
NecrosisCabezaFemur,24-04-2020 00:00:00,0-1,San Felipe,29,37,1,P3T1,Trovac,Merial,Bursavac,0,4,M ,7,-,8
